no,co,cl,tb,s,l,r,b,lr,rr,br,hh,ha,hs,he,ci,cw,re,la,pl,u1,u2,u3,le,sa,mw,t,pr,d,n,i,v,nx,rp,u,f,ra,h,si 
20.920,20,920,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,1,0,U,,,"['FA', 'JA', 'SU', 'SP']",None,"For Course 20 students participating in off-campus professional experiences in biological engineering. Before registering for this subject, students must have an offer from a company or organization and must identify a BE supervisor. Upon completion, student must submit a letter from the company or organization describing the experience, along with a substantive final report from the student approved by the MIT supervisor. Subject to departmental approval. Consult departmental undergraduate office.",Practical Work Experience,"Gabour, Dalia",True,False,False,,False,0,0,0
20.950,20,950,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'SU', 'SP']",Permission of instructor,Directed research in the fields of bioengineering and environmental health. Limited to BE students.,Research Problems in Biological Engineering,"Gabour, Dalia",True,False,True,,False,0,0,0
20.951,20,951,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,24,0,G,,,"['FA', 'SU', 'SP']",Permission of instructor,Thesis proposal research and presentation to the thesis committee.,Thesis Proposal,"Gabour, Dalia",True,False,False,,False,0,0,0
20.960,20,960,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'SP']",Permission of instructor,"For qualified graduate students interested in teaching. Tutorial, laboratory, or classroom teaching under the supervision of a faculty member. Enrollment limited by availability of suitable teaching assignments.",Teaching Experience in Biological Engineering,"Gabour, Dalia",True,False,True,,False,0,0,0
20.BME,20,BME,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'SP']",None,"Individual research project with biomedical or clinical focus, arranged with appropriate faculty member or approved supervisor. Forms and instructions for the proposal and final report are available in the BE Undergraduate Office.",Undergraduate Research in Biomedical Engineering,"Han, Jongyoon",True,False,True,,False,0,0,0
20.C01,20,C01,False,['l'],"[[[[126, 2]], '4-237']]",[],[],['F11'],[],[],False,False,False,False,False,False,False,False,False,2,0,4,U,"3.C01, 10.C01","3.C51, 10.C51, 20.C51",['SP'],Calculus II (GIR) and 6.0001; [6.C01],"Building on core material in 6.C01, provides an introduction to the use of machine learning to solve problems arising in the science and engineering of biology, chemistry, and materials. Equips students to design and implement machine learning approaches to challenges such as analysis of omics (genomics, transcriptomics, proteomics, etc.), microscopy, spectroscopy, or crystallography data and design of new molecules and materials such as drugs, catalysts, polymer, alloys, ceramics, and proteins. Students taking graduate version complete additional assignments. Students cannot receive credit without simultaneous completion of 6.C01.",Machine Learning for Molecular Engineering,"Gomez-Bombarelli, Rafael",False,False,False,,False,0,0,0
20.C51,20,C51,False,['l'],"[[[[126, 2]], '4-237']]",[],[],['F11'],[],[],False,False,False,False,False,False,False,False,False,2,0,4,G,"3.C51, 10.C51","3.C01, 10.C01, 20.C01",['SP'],Calculus II (GIR) and 6.0001; [6.C51],"Building on core material in 6.C51, provides an introduction to the use of machine learning to solve problems arising in the science and engineering of biology, chemistry, and materials. Equips students to design and implement machine learning approaches to challenges such as analysis of omics (genomics, transcriptomics, proteomics, etc.), microscopy, spectroscopy, or crystallography data and design of new molecules and materials such as drugs, catalysts, polymer, alloys, ceramics, and proteins. Students taking graduate version complete additional assignments. Students cannot receive credit without simultaneous completion of 6.C51.",Machine Learning for Molecular Engineering,"Gomez-Bombarelli, Rafael",False,False,False,,False,0,0,0
20.EPE,20,EPE,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,1,U,,,"['FA', 'SP']",2.EPW or permission of instructor,"Provides sophomores with guided practice in finding opportunities and excelling in the world of practice. Building on the skills and relationships acquired in the Engineering Practice Workshop, students receive coaching to articulate goals, invoke the UPOP network of mentors and employers, identify and pursue opportunities and negotiate terms of their summer assignment. Students complete a 10-12 week internship, which includes filing three progress reports, conducting one informational interview, and possibly hosting a site visit by MIT staff. Returning to campus as juniors, UPOP students take part in reflective exercises that aid assimilation of learning objectives and reinforce the cognitive link between all aspects of the UPOP experience and disciplinary fields of study. Sequence begins in the spring of sophomore year and ends in the fall of junior year.",UPOP Engineering Practice Experience,"Tan-Tiongco, Kyra",True,False,False,,False,0,0,0
20.S900,20,S900,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'SU', 'SP']",Permission of instructor,Detailed discussion of selected topics of current interest. Classwork in various areas not covered by regular subjects.,Special Subject in Biological Engineering,"Griffith, Linda",True,False,True,,False,6.9,1.4,18.0
20.S901,20,S901,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'SP']",None,Detailed discussion of selected topics of current interest. Classwork in various areas not covered by regular subjects.,Special Subject in Biological Engineering,null,True,False,True,,False,6.3,1.9,9.0
20.S940,20,S940,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'SP']",Permission of instructor,Detailed discussion of selected topics of current interest. Classwork in various areas not covered by regular subjects.,Special Subject in Biological Engineering,"Gabour, Dalia",True,False,True,,False,0.0,0.0,0.0
20.S947,20,S947,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'SP']",Permission of instructor,Detailed discussion of selected topics of current interest. Classwork in various areas not covered by regular subjects.,Special Subject in Biological Engineering,"Gabour, Dalia",True,False,True,,False,0,0,0
20.S948,20,S948,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'SP']",Permission of instructor,Detailed discussion of selected topics of current interest. Classwork in various areas not covered by regular subjects.,Special Subject in Biological Engineering,"Gabour, Dalia",True,False,True,,False,7.0,9.0,1.5
20.S949,20,S949,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'SP']",Permission of instructor,Detailed discussion of selected topics of current interest. Classwork in various areas not covered by regular subjects.,Special Subject in Biological Engineering,"Gabour, Dalia",True,False,True,,False,0,0,0
20.S952,20,S952,False,['l'],"[[[[106, 4]], '32-155']]",[],[],['R EVE (4-6 PM)'],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'SP']",Permission of instructor,Detailed discussion of selected topics of current interest. Classwork in various areas not covered by regular subjects.,Special Subject in Biological Engineering,"Gabour, Dalia",False,False,True,,False,0,0,0
20.THG,20,THG,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'JA', 'SU', 'SP']",Permission of instructor,Program of research leading to the writing of an SM or PhD thesis; to be arranged by the student and the MIT faculty advisor.,Graduate Thesis,"Gabour, Dalia",True,False,True,,False,4.5,59.6,72.5
20.THU,20,THU,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SP']",None,Program of research leading to the writing of an SB thesis; to be arranged by the student under approved supervision.,Undergraduate BE Thesis,"Saluja, Prerna",True,False,True,,False,0,0,0
20.UR,20,UR,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SU', 'SP']",None,Laboratory research in the fields of bioengineering or environmental health. May be extended over multiple terms.,Undergraduate Research Opportunities,"Gabour, Dalia",True,False,True,,False,0,0,0
20.URG,20,URG,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SU', 'SP']",None,Emphasizes direct and active involvement in laboratory research in bioengineering or environmental health. May be extended over multiple terms.,Undergraduate Research Opportunities,"Gabour, Dalia",True,False,True,,False,0,0,0
21.THT,21,THT,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SP']",As specified for particular field,"Definition of and early-stage work on thesis project leading to 21.THU Undergraduate Thesis in Humanities. Taken during the first term of the student's two-term commitment to the thesis project. Student works closely with an individual faculty tutor. Required for all students in Course 21, and those doing 21-E and 21-S degrees, for whom the thesis is a degree requirement.",Humanities Pre-Thesis Tutorial,"Wirth, Andrea",True,False,True,,False,0,0,0
21.THU,21,THU,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SU', 'SP']",21.THT,"Completion of work on the senior major thesis under supervision of a faculty tutor. Includes oral presentation of thesis progress early in the term, assembling and revising the final text, and meeting at the close with a committee of faculty evaluators to discuss the successes and limitations of the project. Required for most students in Course 21 and those doing 21-E and 21-S degrees.",Undergraduate Thesis in Humanities,"Wirth, Andrea",True,False,True,,False,0,0,0
21.UR,21,UR,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SU', 'SP']",None,Individual participation in an ongoing research project. For students in the Undergraduate Research Opportunities Program.,Undergraduate Research in Humanities,"Wirth, Andrea",True,False,True,,False,0,0,0
21.URG,21,URG,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SU', 'SP']",None,Individual participation in an ongoing research project. For students in the Undergraduate Research Opportunities Program.,Research in Humanities,"Wirth, Andrea",True,False,True,,False,0,0,0
